,X,customer,traintest,churn,churndep,revenue,mou,recchrge,directas,overage,roam,changem,changer,dropvce,blckvce,unansvce,custcare,threeway,mourec,outcalls,incalls,peakvce,opeakvce,dropblk,callfwdv,callwait,months,uniqsubs,actvsubs,phones,models,eqpdays,age1,age2,children,credita,creditaa,prizmrur,prizmub,prizmtwn,refurb,webcap,truck,rv,occprof,occcler,occcrft,occstud,occhmkr,occret,occself,ownrent,marryun,marryyes,mailord,mailres,mailflag,travel,pcown,creditcd,retcalls,retaccpt,newcelly,newcelln,refer,incmiss,income,mcycle,setprcm,setprc,retcall
69,69,1000210,0,0,NA,166.8175049,3206,83,3.960000038,536.75,15.85499954,265,3.392499924,10.66666698,13,94.33333588,0,0,1513.583374,116.6666641,34.33333206,603,433.6666565,23.66666603,0,44.66666794,49,3,3,8,5,77,30,30,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,5,0,0,29.98999023,0
70,70,1000211,0,0,NA,111.6149979,1161,104.9899979,0,31.5,0,-43,-6.625,2.333333254,6,67,0,0,402.6366577,35.66666794,5.666666508,444,58.66666794,8.333333015,0,12.33333302,55,1,1,8,7,299,62,60,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,129.9899902,0
71,71,1000212,0,0,NA,90.73999786,1155.5,89.98999786,6.434999943,4.75,0,-4.5,3.150000095,15,1.333333373,39.33333206,4,0,411.436676,58.33333206,1.666666627,183.6666718,101.3333359,17,0,1.666666627,51,2,1,7,6,506,34,30,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,59.98999023,0
72,72,1000216,0,0,NA,101.4899979,1728.5,75,2.970000029,49,2.190000057,320.5,-1.100000024,21,27.66666603,60.66666794,0,0,529.6699829,67,49.66666794,616.666687,46.33333206,48.66666794,0.666666687,26,53,2,2,5,3,78,46,46,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,9,0,0,99.98999023,0
73,73,1000217,0,0,NA,33.52000046,26.25,30,0,0,0,4.75,-0.270000011,0,0,0,0,0,11.77666664,0.666666687,0,16.66666603,0,0,0,0,49,1,1,5,2,670,NA,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,29.98999023,0
74,74,1000240,0,0,NA,75,1.5,75,0,0,0,-1.5,0,0,0,0,0,0,0,2,0,2.666666746,0,0,0,0,55,2,2,2,2,799,64,62,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,9,0,0,29.98999023,0
75,75,1000244,0,0,NA,34.39500046,399,32.49000168,1.732499957,0,0.172499999,151,1.065000057,1.333333373,3.333333254,28.33333397,0,0,79.64333344,15,0.666666687,114.6666641,15,4.666666508,0,0,51,2,2,5,4,47,64,58,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,7,0,0,149.9899902,0
76,76,1000246,0,0,NA,53.68999863,143.5,49.99000168,0,0,0,72.5,-0.449999988,0.666666687,0,6,0.333333343,0,40.53333282,7.666666508,0.333333343,28.66666603,19.66666603,0.666666687,0,0.333333343,49,3,1,6,5,325,36,28,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,5,0,0,129.9899902,0
77,77,1000250,0,0,NA,94.99250031,1204.5,85,0,0,0.292499989,-784.5,-6.59250021,12.66666698,15.66666698,45,0.333333343,0,440.5133362,39.33333206,28.33333397,257.6666565,35.66666794,28.33333397,0,6.333333492,51,5,5,10,5,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,79.98999023,0
78,78,1000253,0,0,NA,29.98999977,18.25,29.98999977,0,0,0,-4.25,0,0,0,1,0,0,0.706666648,0,0,12.66666698,0.333333343,0,0,0,51,1,1,1,1,1538,66,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,6,0,1,0,0
79,79,1000254,0,0,NA,83.63999939,838,84.98999786,4.454999924,0,0.194999993,-111,2.670000076,7.666666508,9.333333015,54,0,0,88.65666962,50.66666794,8,208,58.33333206,17,0,1.666666627,51,2,2,6,3,239,50,48,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,8,0,0,149.9899902,0
80,80,1000261,0,0,NA,88.70749664,2214.75,84.98999786,0,36,4.71750021,374.25,-12.46749973,8.333333015,4,25,0,0,1283.136719,82.66666412,72.33333588,171.6666718,141.6666718,12.33333302,0,8.333333015,53,1,1,3,3,693,56,30,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,6,0,0,29.98999023,0
81,81,1000263,0,0,NA,96.44999695,1027.25,50,1.237499952,237.75,0,-159.25,-28.90999985,8.666666985,2.333333254,52.33333206,0,0,541.8466797,24,6.333333492,300.3333435,77,11,0,0.333333343,53,1,1,1,1,1583,62,58,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,7,0,1,0,0
82,82,1000274,0,0,NA,121,1332.75,75,0,229.25,0,-232.75,-46,16.66666603,8.333333015,51,3.333333254,0,403.6000061,56,76,389.6666565,112,25,0,16.66666603,54,2,2,14,9,115,48,48,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,6,0,0,99.98999023,1
83,83,1000288,0,0,NA,20.125,11.5,20,0,0,0,5.5,3.375,0,0,0,0,0,2.986666679,0.333333343,0,0.666666687,3.333333254,0,0,0,54,1,1,1,1,1638,46,48,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,6,0,1,0,0
84,84,1000289,0,0,NA,49.99000168,772.25,59.99000168,0,0,0,-512.25,0,3,1.666666627,27.33333397,0,0,358.3599854,8.333333015,1,79.66666412,30.66666603,4.666666508,0,1,52,1,1,5,4,547,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,29.98999023,1
85,85,1000293,0,0,NA,83.49500275,1129.5,75,0,30.25,0.257499993,90.5,10.00500011,3,2,18,2,0,430.3999939,52.66666794,23.33333397,268.6666565,67.33333588,5,0,7,48,1,1,4,4,284,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.989997864,0
86,86,1000295,0,0,NA,53.68999863,477.75,59.99000168,0,0,0,32.25,-0.449999988,5.333333492,2.333333254,17.66666603,0,0,87.18333435,40.33333206,28.33333397,171.3333282,21.33333397,7.666666508,0,1,48,3,3,7,5,438,48,44,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,9,0,0,129.9899902,0
87,87,1000302,0,0,NA,92.30000305,1621.75,75,0,0,0.194999993,-354.75,4.699999809,8.333333015,0,72.66666412,0.333333343,0.666666687,566.9866943,75,43,307,125.3333359,8.333333015,0,0.333333343,48,1,1,6,5,206,28,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,79.98999023,0
88,88,1000305,0,0,NA,35.30500031,307,34.99000168,0,0,0,204,-0.314999998,1,2.333333254,24.33333397,0,0,0,0.333333343,0,10.66666698,47.33333206,3.333333254,0,0,48,1,1,3,2,539,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,29.98999023,0
89,89,1000307,0,0,NA,105.3675003,1206.5,75,18.5625,0,0,134.5,9.862500191,8.666666985,2.333333254,77.33333588,0,0.333333343,28.72999954,56,3.666666746,432.6666565,108.3333359,11,0,4,50,1,1,5,4,54,42,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,149.9899902,0
90,90,1000310,0,0,NA,105.7275009,1610.75,92.98999786,7.177499771,47.25,0,-253.75,-11.74750042,25.66666603,0.666666687,94,4.666666508,0,613.6566772,98,90.33333588,570,127.3333359,26.33333397,0,39.33333206,48,4,3,9,6,19,60,58,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,8,0,0,199.9899902,0
91,91,1000318,0,0,NA,529.6275024,5863.25,202.0050049,55.19250107,1565.25,0.097499996,105.75,-63.59749985,7.666666508,64,157,5.333333492,0.666666687,1666.583374,343,141.6666718,1355.666626,417.6666565,71.66666412,0,126.6666641,52,1,1,8,4,187,34,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,39.98999023,0
92,92,1000321,0,0,NA,76.83999634,1461.25,74.98999786,0,0,0,111.75,-1.549999952,8,10.66666698,50,1.333333373,0,378.3200073,69.33333588,13.66666698,232.3333282,139,18.66666603,0,3.666666746,48,1,1,5,3,446,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,9.989997864,0
93,93,1000323,0,0,NA,129.9225006,1379.25,75,2.227499962,0,2.170000076,70.75,31.76749992,78.33333588,17,27.66666603,0,0.333333343,216.8966675,40.66666794,20,329.6666565,38.66666794,95.33333588,0,4.666666508,48,1,1,5,5,35,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,29.98999023,0
94,94,1000324,0,0,NA,99.41750336,1239.25,84.98999786,1.980000019,52,0,634.75,69.71250153,12,1.666666627,74,0.333333343,0,498.0566711,74,20.33333397,341.6666565,238.3333282,13.66666698,0,0,50,2,1,7,4,173,50,46,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,7,0,0,29.98999023,0
95,95,1000327,0,0,NA,32.02249908,362.5,32.49000168,0.247500002,2.5,0,37.5,-1.152500033,2.333333254,10,18.66666603,0.333333343,0,80.15666962,30.66666603,2.333333254,91,30.66666603,12.33333302,0,0,48,2,2,4,4,691,46,42,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,9,0,0,29.98999023,0
96,96,1000329,0,0,NA,77.64749908,1051.25,50,0.247500002,264,0,-341.25,-27.64749908,3.666666746,0.333333343,27,0,0.333333343,589.7566528,26,0.333333343,358.6666565,62.66666794,4,0,0,52,1,1,3,3,246,54,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,5,0,0,29.98999023,0
97,97,1000332,0,0,NA,111.3850021,767.25,75,7.425000191,0,0,-243.25,2.654999971,8,0.333333343,23.33333397,0.333333343,0,154.6166687,35.33333206,0,170,81,8.333333015,0,0.333333343,48,1,1,3,3,664,60,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,9.989997864,1
98,98,1000333,0,0,NA,78.25,129.75,75,0,0,0,-16.75,0,0.333333343,1,6.333333492,0,0,55.00666809,4.333333492,0.333333343,55.66666794,10,1.333333373,0,0,52,1,1,6,5,438,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,149.9899902,0
99,99,1000340,0,0,NA,79.18499756,1148.75,84.98999786,0,0,0.194999993,-279.75,-0.194999993,7,15.33333302,115.6666641,4.666666508,0,340.9833374,74,64.66666412,362.3333435,418.6666565,22.33333397,0,10.33333302,54,1,1,5,4,417,50,48,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,6,0,0,79.98999023,0
100,100,1000342,0,0,NA,90.92500305,1560,75,0.742500007,69,0,-363,-5.994999886,31.66666603,7,128,0,0,332.5033264,44.66666794,24,492,66.33333588,38.66666794,0,1.666666627,48,4,2,12,7,192,48,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,7,0,0,129.9899902,0
101,101,1000343,0,0,NA,145.1524963,1133.5,149.9900055,1.980000019,0.5,0.487500012,-50.5,2.257499933,6,10.66666698,54,0,0.333333343,240.9666595,148.6666718,22.66666603,341.3333435,100.3333359,16.66666603,0,8,50,3,3,3,2,378,88,90,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,9,0,0,29.98999023,0
102,102,1000344,0,0,NA,51.71500015,763.5,69.98999786,0,4.25,0,-16.5,-1.725000024,2,6.666666508,46.33333206,3.666666746,1.333333373,256.3566589,37.33333206,6.666666508,161.3333282,76.33333588,8.666666985,0,2.333333254,48,1,1,4,3,181,50,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,3,0,0,9.989997864,0
103,103,1000345,0,0,NA,87.62249756,1065.5,75,0.247500002,49.5,0,-1.5,-12.62250042,1.666666627,1,24,0,0,341.313324,27,2.666666746,239.6666718,79.66666412,2.666666746,0,4.666666508,50,1,1,3,3,317,44,38,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,3,0,0,9.989997864,0
104,104,1000347,0,0,NA,129.4324951,1387.5,94.98999786,14.60249996,98.25,0,547.5,58.9375,6,26,89.33333588,0.666666687,0,154.0599976,156,14.33333302,372,114.3333359,32,0,2.333333254,48,2,2,4,4,123,38,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,79.98999023,0
105,105,1000351,0,0,NA,67.13749695,697.5,48.75,0,158.25,0,322.5,20.66250038,0.666666687,0,20.66666603,3,0,307.769989,6.333333492,27,78,45.33333206,0.666666687,0,0.333333343,54,1,1,6,5,435,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,29.98999023,0
106,106,1000355,0,0,NA,68.31500244,378.25,60,0,0,0,13.75,6.434999943,5.333333492,3.333333254,24.33333397,1.333333373,0,77.58333588,24,6.333333492,61.33333206,76.33333588,8.666666985,0,2.333333254,48,1,1,8,6,32,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,149.9899902,0
107,107,1000356,0,0,NA,49.20000076,173,47.58000183,0.495000005,0,0,-120,-8.880000114,0,0,7.666666508,0.333333343,0,39.38666534,5,0,52.66666794,14.33333302,0,0,0.333333343,50,1,1,3,2,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,29.98999023,0
108,108,1000358,0,0,NA,102.6175003,1417,75,18.06749916,14,0,-20,-4.927499771,51.33333206,39.33333206,113.6666641,0,0,109.1999969,94,7,538.333313,130.6666718,90.66666412,0,13,52,1,1,3,3,429,34,40,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,9,0,0,79.98999023,0
109,109,1000359,0,0,NA,20,16,20,0,0,0,24,0,0,0,0,0.666666687,0,0.189999998,0.333333343,0,1.333333373,1.666666627,0,0,0,50,1,1,2,2,1517,30,26,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,9.989997864,0
110,110,1000360,0,0,NA,83.66999817,1141.25,75,0.495000005,0,0,-28.25,-7.829999924,9.333333015,7.666666508,44,0,0,449.9433289,14.33333302,1,173.3333282,175.6666718,17,0,2.666666746,52,2,1,3,3,631,54,46,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,9.989997864,0
111,111,1000361,0,0,NA,96.30000305,1027.5,84.98999786,0.247500002,0,1.25,84.5,-7.309999943,16,1.666666627,58,1.333333373,0.333333343,282.0400085,53.66666794,5.666666508,328.6666565,71.66666412,17.66666603,0,3.666666746,50,1,1,4,4,502,48,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,149.9899902,0
112,112,1000364,0,0,NA,95,1592.25,75,10.89000034,7.25,0,209.75,-0.270000011,21.66666603,1.666666627,98,3.666666746,0.333333343,275.0100098,141.6666718,5.333333492,598.666687,150,23.33333397,0,15.33333302,52,1,1,13,8,182,52,46,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,4,0,0,129.9899902,0
113,113,1000365,0,0,NA,112.0625,2311,80,4.949999809,95.5,0,-131,-25.82250023,11.66666698,37,299.6666565,7.666666508,12.33333302,359.3833313,48,18.33333397,827.333313,216.3333282,48.66666794,0,13.33333302,50,1,1,8,3,30,38,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,9.989997864,0
114,114,1000369,0,0,NA,65.90249634,889.25,56.97999954,0.495000005,33.25,0,-162.25,-10.67249966,8.333333015,2,85.33333588,0,0.333333343,217.6600037,104.3333359,0.666666687,205.6666718,165.6666718,10.33333302,0,0,54,2,1,8,5,555,36,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,29.98999023,0
115,115,1000370,0,0,NA,80.65000153,966.25,75,0.495000005,0,2.567500114,-29.25,8.760000229,17,7.333333492,45.66666794,0,0,231.5200043,54.33333206,13,255,89.66666412,24.33333397,0,4.666666508,50,2,2,5,5,145,42,42,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,8,0,0,129.9899902,0
116,116,1000379,0,0,NA,213.3500061,1471.25,118.1149979,5.197500229,228.25,0.487500012,78.75,-53.77999878,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,1,3,3,104,52,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,29.98999023,0
117,117,1000380,0,0,NA,51.90250015,201.5,23.54750061,0.495000005,36.75,0,-137.5,-0.222499996,4.666666508,0.333333343,24.33333397,0,0,103.5866699,9.333333015,0,86.66666412,9.333333015,5,0,0,54,1,1,2,2,861,62,56,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,5,0,0,29.98999023,0
118,118,1000381,0,0,NA,134.5724945,2057.5,75,0.247500002,352.75,0.097499996,-97.5,-26.62249947,10,3.666666746,23,0,0.333333343,772.1366577,47.33333206,59,286.3333435,46,13.66666698,0,21,48,2,1,3,3,569,48,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,7,0,0,9.989997864,0
119,119,1000382,0,0,NA,110.8899994,1313.75,75,1.237499952,0,1.42750001,77.25,-31.05999947,4.333333492,11.66666698,42,0,0.333333343,448.9033203,29.66666603,1.333333373,345.6666565,18.33333397,16,0,7.666666508,50,1,1,3,3,174,42,40,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,8,0,0,59.98999023,0
120,120,1000390,0,0,NA,57.39250183,392,42.16749954,4.454999924,42.5,1.544999957,-17,-13.16250038,0.333333343,6,26.66666603,2.666666746,0.333333343,88.09999847,7.333333492,2.333333254,106.6666641,50,6.333333492,0,2,50,1,1,5,4,619,NA,NA,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,29.98999023,0
121,121,1000391,0,0,NA,38.93000031,147.25,29.98999977,0.495000005,8,0,5.75,-6.900000095,3.333333254,0.333333343,7,0.333333343,0.333333343,45.70999908,1.333333373,0,16.33333397,11,3.666666746,0,0.333333343,48,1,1,3,2,644,48,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,9,0,0,79.98999023,0
122,122,1000392,0,0,NA,20.87999916,3.25,20.87999916,0,0,0,-0.25,27.64999962,0,1,0,0,0,0.673333347,0,0,3.333333254,1.333333373,1,0,0,54,1,1,6,5,311,56,62,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,29.98999023,1
123,123,1000395,0,0,NA,93.69999695,1509.25,75,0,64.5,0,-148.25,-6.449999809,10.33333302,5,63.33333206,0.666666687,0.333333343,504.4533386,22.66666603,0.666666687,405.6666565,111.6666641,15.33333302,0,20.33333397,50,1,1,2,2,582,38,30,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,4,0,0,29.98999023,0
124,124,1000403,0,0,NA,187.3475037,1363,75,27.47249985,306.5,4.894999981,-703,-97.21749878,25,13.66666698,85,1.333333373,0,262.2633362,93.33333588,11.33333302,365,143.3333282,38.66666794,0,7,52,1,1,8,8,13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,199.9899902,0
125,125,1000409,0,0,NA,98.23999786,930,104.9899979,0,0,0,-208,0,22.66666603,2.666666746,46.33333206,1,1.666666627,359.5100098,61,4,336.6666565,107.6666641,25.33333397,0,7.666666508,52,3,2,16,6,822,70,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,29.98999023,0
126,126,1000410,0,0,NA,110.6999969,2185.25,81.30999756,0.99000001,39,0,-405.25,-25.85000038,22,18.33333397,123.3333359,6,2.666666746,500.7366638,84,18.33333397,529.666687,251,41.33333206,0,21.66666603,48,2,2,6,4,68,28,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,9,0,0,99.98999023,0
127,127,1000411,0,0,NA,45.40250015,288.75,44.99000168,0,29.75,0,-2.75,-10.41250038,2.666666746,2.333333254,8,0,0,92.56666565,21.33333397,17.66666603,135.6666718,17.33333397,5,0,2,52,2,2,3,3,389,44,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,7,0,0,29.98999023,0
128,128,1000412,0,0,NA,37.56499863,430.25,37.49000168,0,0,0.075000003,114.75,-7.574999809,4,0,11.33333302,0.666666687,0,14.64333344,5,0,26,20,4,0,0.666666687,54,1,1,3,3,256,50,50,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,9,0,0,79.98999023,0
129,129,1000413,0,0,NA,87.70999908,1730,75,0.247500002,32.5,0,-29,-10.52000046,23.66666603,0,63.66666794,0.333333343,0.666666687,708.2966919,46.33333206,13,465.3333435,46.66666794,23.66666603,0,4.666666508,48,1,1,7,3,239,60,52,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,6,0,0,29.98999023,0
130,130,1000414,0,0,NA,106.0749969,751.75,59.99000168,0.99000001,182,0,-262.75,-55.09500122,10.66666698,0.333333343,26,0,2.666666746,175.9466705,28.33333397,9,205.3333282,38.66666794,11,0,0.666666687,48,1,1,4,2,528,54,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,4,0,0,29.98999023,0
131,131,1000416,0,0,NA,76.12249756,576.75,84.98999786,0.742500007,1,0,-98.75,-1.132500052,9.666666985,3.333333254,22.66666603,0,0,126.0766678,16.66666603,8.333333015,166,65,13,0,6.666666508,52,1,1,6,4,166,46,46,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,9,0,0,39.98999023,0
132,132,1000418,0,0,NA,100.1050034,1114.75,74.98999786,1.485000014,44.75,3.817500114,-281.75,-13.03499985,6.333333492,0.666666687,30.33333397,0.333333343,0,358.4633484,28.66666603,3,298,55.33333206,7,0,0,50,2,1,4,4,243,42,40,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,8,0,0,29.98999023,0
133,133,1000421,0,0,NA,92.58999634,608,50,4.207499981,1,0.517499983,-76,-35.47999954,8.333333015,1,23.66666603,0,0,84.76000214,15.33333302,1,132.3333282,72.66666412,9.333333015,0,0,50,1,1,4,3,652,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,9,0,0,29.98999023,0
134,134,1000424,0,0,NA,11.45499992,183.75,30,0.247500002,18.25,3.944999933,-51.75,-6.454999924,1,1.666666627,5,0,0,41.99666595,14,8,68.66666412,28,2.666666746,0,0.333333343,50,2,2,4,3,410,50,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,9.989997864,0
135,135,1000427,0,0,NA,167.1049957,1790.25,159.9900055,16.33499908,0,0.779999971,-54.25,4.065000057,11.33333302,15,33.66666794,0,0,186.4199982,41,0.666666687,422.6666565,114.6666641,26.33333397,0,6.666666508,54,2,1,3,3,556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,29.98999023,0
136,136,1000433,0,0,NA,99.60500336,1513.5,80,0.247500002,0,0.194999993,273.5,-15.75500011,20,4,66.66666412,0,0,540.8633423,156.6666718,20,438,119.6666641,24,0,11,50,2,2,4,4,331,48,44,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,7,0,0,79.98999023,0
137,137,1000435,0,0,NA,49.99000168,228.5,49.99000168,0,0,0,-122.5,0,0.333333343,1,17.33333397,0,0.333333343,97.83000183,5,9.333333015,37,37,1.333333373,0,0,52,2,2,1,1,1554,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
